<<<<<<< HEAD
﻿ID,Adhigaram_ID,Paal,Iyal,Adhigaram,Kural,Transliteration,Vilakam,en_translation,Chapter,,Athigaram,
11,2,அறத்துப்பால்,பாயிரவியல்,வான்சிறப்பு,வான்நின்று உலகம் வழங்கி வருதலால் தான்அமிழ்தம் என்றுணரற் பாற்று.,Vaannindru Ulakam  Vazhangi  Varudhalaal  Thaanamizhdham  Endrunarar  Paatru,உலகத்தை வாழ வைப்பது மழையாக அமைந்திருப்பதால் அதுவே அமிழ்தம் எனப்படுகிறது,The world its course maintains through life that rain unfailing gives;  Thus rain is known the true ambrosial food of all that lives,அறத்துப்பால்,,வான் சிறப்பு,
12,2,அறத்துப்பால்,பாயிரவியல்,வான்சிறப்பு,துப்பார்க்குத் துப்பாய துப்பாக்கித் துப்பார்க்குத் துப்பாய தூஉம் மழை.,Thuppaarkkuth Thuppaaya  Thuppaakkith  Thuppaarkkuth  Thuppaaya  Thooum  Mazhai,"யாருக்கு உணவுப் பொருள்களை விளைவித்துத்தர மழை பயன்படுகிறதோ, அவர்களுக்கே அந்த மழை அவர்கள் அருந்தும் உணவாகவும் ஆகி அரிய தியாகத்தைச் செய்கிறது","The rain makes pleasant food for eaters rise;  As food itself, thirst-quenching draught supplies",அறத்துப்பால்,,வான் சிறப்பு,
13,2,அறத்துப்பால்,பாயிரவியல்,வான்சிறப்பு,விண்இன்று பொய்ப்பின் விரிநீர் வியனுலகத்து உள்நின்று உடற்றும் பசி.,Vinindru Poippin  Virineer  Viyanulakaththu  Ulnindru  Utatrum  Pasi,"கடல்நீர் சூழ்ந்த உலகமாயினும், மழைநீர் பொய்த்து விட்டால் பசியின் கொடுமை வாட்டி வதைக்கும்","If clouds, that promised rain, deceive, and in the sky remain,  Famine, sore torment, stalks o'er earth's vast ocean-girdled plain",அறத்துப்பால்,,வான் சிறப்பு,
14,2,அறத்துப்பால்,பாயிரவியல்,வான்சிறப்பு,ஏரின் உழாஅர் உழவர் புயல்என்னும் வாரி வளங்குன்றிக் கால்.,Erin Uzhaaar  Uzhavar  Puyalennum  Vaari  Valangundrik  Kaal,"மழை என்னும் வருவாய் வளம் குன்றிவிட்டால், உழவுத் தொழில் குன்றி விடும்","If clouds their wealth of waters fail on earth to pour,  The ploughers plough with oxen's sturdy team no more",அறத்துப்பால்,,வான் சிறப்பு,
15,2,அறத்துப்பால்,பாயிரவியல்,வான்சிறப்பு,கெடுப்பதூஉம் கெட்டார்க்குச் சார்வாய்மற் றாங்கே எடுப்பதூஉம் எல்லாம் மழை.,Ketuppadhooum Kettaarkkuch  Chaarvaaimar  Raange  Etuppadhooum  Ellaam  Mazhai,"பெய்யாமல் விடுத்து உயிர்களின் வாழ்வைக் கெடுக்கக் கூடியதும், பெய்வதன் காரணமாக உயிர்களின் நலிந்த வாழ்வுக்கு வளம் சேர்ப்பதும் மழையே ஆகும்","'Tis rain works all: it ruin spreads, then timely aid supplies;  As, in the happy days before, it bids the ruined rise",அறத்துப்பால்,,வான் சிறப்பு,
16,2,அறத்துப்பால்,பாயிரவியல்,வான்சிறப்பு,விசும்பின் துளிவீழின் அல்லால்மற் றாங்கே பசும்புல் தலைகாண்பு அரிது.,Visumpin Thuliveezhin  Allaalmar  Raange  Pasumpul  Thalaikaanpu  Aridhu,விண்ணிலிருந்து மழைத்துளி விழுந்தாலன்றி மண்ணில் பசும்புல் தலை காண்பது அரிதான ஒன்றாகும்,If from the clouds no drops of rain are shed  'Tis rare to see green herb lift up its head,அறத்துப்பால்,,வான் சிறப்பு,
17,2,அறத்துப்பால்,பாயிரவியல்,வான்சிறப்பு,நெடுங்கடலும் தன்நீர்மை குன்றும் தடிந்தெழிலி தான்நல்கா தாகி விடின்.,Netungatalum Thanneermai  Kundrum  Thatindhezhili  Thaannalkaa  Thaaki  Vitin,ஆவியான கடல்நீர் மேகமாகி அந்தக் கடலில் மழையாகப் பெய்தால்தான் கடல்கூட வற்றாமல் இருக்கும் மனித சமுதாயத்திலிருந்து புகழுடன் உயர்ந்தவர்களும் அந்தச் சமுதாயத்திற்கே பயன்பட்டால்தான் அந்தச் சமுதாயம் வாழும்,"If clouds restrain their gifts and grant no rain,  The treasures fail in ocean's wide domain",அறத்துப்பால்,,வான் சிறப்பு,
18,2,அறத்துப்பால்,பாயிரவியல்,வான்சிறப்பு,சிறப்பொடு பூசனை செல்லாது வானம் வறக்குமேல் வானோர்க்கும் ஈண்டு.,Sirappotu Poosanai  Sellaadhu  Vaanam  Varakkumel  Vaanorkkum  Eentu,"வானமே பொய்த்து விடும்போது, அதன்பின்னர் அந்த வானத்தில் வாழ்வதாகச் சொல்லப்படுகிறவர்களுக்கு விழாக்கள் ஏது? வழிபாடுதான் ஏது?","If heaven grow dry, with feast and offering never more,  Will men on earth the heavenly ones adore",அறத்துப்பால்,,வான் சிறப்பு,
19,2,அறத்துப்பால்,பாயிரவியல்,வான்சிறப்பு,தானம் தவம்இரண்டும் தங்கா வியன்உலகம் வானம் வழங்கா தெனின்.,Thaanam Thavamirantum  Thangaa  Viyanulakam  Vaanam  Vazhangaa  Thenin,"இப்பேருலகில் மழை பொய்த்து விடுமானால் அது, பிறர் பொருட்டுச் செய்யும் தானத்திற்கும், தன்பொருட்டு மேற்கொள்ளும் நோன்புக்கும் தடங்கலாகும்","If heaven its watery treasures ceases to dispense,  Through the wide world cease gifts, and deeds of 'penitence'",அறத்துப்பால்,,வான் சிறப்பு,
20,2,அறத்துப்பால்,பாயிரவியல்,வான்சிறப்பு,நீர்இன்று அமையாது உலகெனின் யார்யார்க்கும் வான்இன்று அமையாது ஒழுக்கு.,Neerindru Amaiyaadhu  Ulakenin  Yaaryaarkkum  Vaanindru  Amaiyaadhu  Ozhukku,"உலகில் மழையே இல்லையென்றால் ஒழுக்கமே கெடக்கூடும் என்ற நிலை இருப்பதால், நீரின் இன்றியமையாமையை உணர்ந்து செயல்பட வேண்டும்","When water fails, functions of nature cease, you say;  Thus when rain fails, no men can walk in 'duty's ordered way'",அறத்துப்பால்,,வான் சிறப்பு,
21,3,அறத்துப்பால்,பாயிரவியல்,நீத்தார் பெருமை ,ஒழுக்கத்து நீத்தார் பெருமை விழுப்பத்து வேண்டும் பனுவல் துணிவு.,Ozhukkaththu Neeththaar  Perumai  Vizhuppaththu  Ventum  Panuval  Thunivu,"ஒழுக்கத்தில் உறுதியான துறவிகளின் பெருமை, சான்றோர் நூலில் விருப்பமுடனும், உயர்வாகவும் இடம் பெறும்","The settled rule of every code requires, as highest good,  Their greatness who, renouncing all, true to their rule have stood",அறத்துப்பால்,,நீத்தார் பெருமை,
22,3,அறத்துப்பால்,பாயிரவியல்,நீத்தார் பெருமை ,துறந்தார் பெருமை துணைக்கூறின் வையத்து இறந்தாரை எண்ணிக்கொண் டற்று.,Thurandhaar Perumai  Thunaikkoorin  Vaiyaththu  Irandhaarai  Ennikkon  Tatru,உலகில் இறந்தவர்களின் எண்ணிக்கை எவ்வளவு என்று கூற முடியுமா? அதுபோலத்தான் உண்மையாகவே பற்றுகளைத் துறந்த உத்தமர்களின் பெருமையையும் அளவிடவே முடியாது,"As counting those that from the earth have passed away,  'Tis vain attempt the might of holy men to say",அறத்துப்பால்,,நீத்தார் பெருமை,
23,3,அறத்துப்பால்,பாயிரவியல்,நீத்தார் பெருமை ,இருமை வகைதெரிந்து ஈண்டுஅறம் பூண்டார் பெருமை பிறங்கிற்று உலகு.,Irumai Vakaidherindhu  Eentuaram  Poontaar  Perumai  Pirangitru  Ulaku,"நன்மை எது, தீமை எது என்பதை ஆய்ந்தறிந்து நன்மைகளை மேற்கொள்பவர்களே உலகில் பெருமைக்குரியவர்களாவார்கள்","Their greatness earth transcends, who, way of both worlds weighed,  In this world take their stand, in virtue's robe arrayed",அறத்துப்பால்,,நீத்தார் பெருமை,
24,3,அறத்துப்பால்,பாயிரவியல்,நீத்தார் பெருமை ,உரனென்னும் தோட்டியான் ஓரைந்தும் காப்பான் வரனென்னும் வைப்பிற்கோர் வித்தது.,Uranennum Thottiyaan  Oraindhum  Kaappaan  Varanennum  Vaippirkor  Viththu,"உறுதியென்ற அங்குசம் கொண்டு, ஐம்பொறிகளையும் அடக்கிக் காப்பவன், துறவறம் எனும் நிலத்திற்கு ஏற்ற விதையாவான்","He, who with firmness, curb the five restrains,  Is seed for soil of yonder happy plains",அறத்துப்பால்,,நீத்தார் பெருமை,
25,3,அறத்துப்பால்,பாயிரவியல்,நீத்தார் பெருமை ,ஐந்தவித்தான் ஆற்றல் அகல்விசும்பு ளார்கோமான் இந்திரனே சாலுங் கரி.,Aindhaviththaan Aatral  Akalvisumpu  Laarkomaan  Indhirane  Saalung  Kari,"புலன்களை அடக்க முடியாமல் வழிதவறிச் சென்றிடும் மனிதனுக்குச் சான்றாக இந்திரன் விளங்கி, ஐம்புலன்களால் ஏற்படும் ஆசைகளைக் கட்டுப்படுத்தியதால் வான்புகழ் கொண்டவர்களின் ஆற்றலை எடுத்துக் காட்டுகிறான்","Their might who have destroyed 'the five', shall soothly tell  Indra, the lord of those in heaven's wide realms that dwell",அறத்துப்பால்,,நீத்தார் பெருமை,
26,3,அறத்துப்பால்,பாயிரவியல்,நீத்தார் பெருமை ,செயற்கரிய செய்வார் பெரியர் சிறியர் செயற்கரிய செய்கலா தார்.,Seyarkariya Seyvaar  Periyar  Siriyar  Seyarkariya  Seykalaa  Thaar,"பெருமை தரும் செயல்களைப் புரிவோரைப் பெரியோர் என்றும், சிறுமையான செயல்களையன்றிப் பெருமைக்குரிய செயல்களைச் செய்யாதவர்களைச் சிறியோர் என்றும் வரையறுத்துவிட முடியும்",Things hard in the doing will great men do;  Things hard in the doing the mean eschew,அறத்துப்பால்,,நீத்தார் பெருமை,
27,3,அறத்துப்பால்,பாயிரவியல்,நீத்தார் பெருமை ,சுவைஒளி ஊறுஓசை நாற்றமென ஐந்தின் வகைதெரிவான் கட்டே உலகு.,Suvaioli Ooruosai  Naatramendru  Aindhin  Vakaidherivaan  Katte  Ulaku,ஐம்புலன்களின் இயல்பை உணர்ந்து அவற்றை அடக்கியாளும் திறன் கொண்டவனையே உலகம் போற்றும்,"Taste, light, touch, sound, and smell: who knows the way  Of all the five,- the world submissive owns his sway",அறத்துப்பால்,,நீத்தார் பெருமை,
28,3,அறத்துப்பால்,பாயிரவியல்,நீத்தார் பெருமை ,நிறைமொழி மாந்தர் பெருமை நிலத்து மறைமொழி காட்டி விடும்.,Niraimozhi Maandhar  Perumai  Nilaththu  Maraimozhi  Kaatti  Vitum,"சான்றோர்களின் பெருமையை, இந்த உலகில் அழியாமல் நிலைத்து நிற்கும் அவர்களது அறவழி நூல்களே எடுத்துக் காட்டும்","The might of men whose word is never vain,  The 'secret word' shall to the earth proclaim",அறத்துப்பால்,,நீத்தார் பெருமை,
29,3,அறத்துப்பால்,பாயிரவியல்,நீத்தார் பெருமை ,குணமென்னும் குன்றேறி நின்றார் வெகுளி கணமேயும் காத்தல் அரிது.,Kunamennum Kundreri  Nindraar  Vekuli  Kanameyum  Kaaththal  Aridhu,குணக்குன்றுகளான பெரியவர்கள் கோபம் கொண்டால் அந்தக் கோபம் அவர்கள் உள்ளத்தில் ஒரு கணம் கூட நிலைத்து நிற்காது,"The wrath 'tis hard e'en for an instant to endure,  Of those who virtue's hill have scaled, and stand secure",அறத்துப்பால்,,நீத்தார் பெருமை,
30,3,அறத்துப்பால்,பாயிரவியல்,நீத்தார் பெருமை ,அந்தணர் என்போர் அறவோர்மற் றெவ்வுயிர்க்கும் செந்தண்மை பூண்டொழுக லான்.,Andhanar Enpor  Aravormar  Revvuyir  Kkum  Sendhanmai  Poontozhuka  Laan,அனைத்து உயிர்களிடத்திலும் அன்புகொண்டு அருள் பொழியும் சான்றோர் எவராயினும் அவர் அந்தணர் எனப்படுவார்,"Towards all that breathe, with seemly graciousness adorned they live;  And thus to virtue's sons the name of 'Anthanar' men give",அறத்துப்பால்,,நீத்தார் பெருமை,
31,4,அறத்துப்பால்,பாயிரவியல்,அறன்வலியுறுத்தல் ,சிறப்புஈனும் செல்வமும் ஈனும் அறத்தினூஉங்கு ஆக்கம் எவனோ உயிர்க்கு.,Sirappu Eenum  Selvamum  Eenum  Araththinooungu  Aakkam  Evano  Uyirkku,"சிறப்பையும், செழிப்பையும் தரக்கூடிய அறவழி ஒன்றைத்தவிர ஆக்கமளிக்கக் கூடிய வழி வேறென்ன இருக்கிறது?","It yields distinction, yields prosperity; what gain  Greater than virtue can a living man obtain",அறத்துப்பால்,,அறன் வலியுறுத்தல்,
32,4,அறத்துப்பால்,பாயிரவியல்,அறன்வலியுறுத்தல் ,அறத்தினூஉங்கு ஆக்கமும் இல்லை அதனை மறத்தலின் ஊங்கில்லை கேடு.,Araththinooungu Aakkamum  Illai  Adhanai  Maraththalin  Oongillai  Ketu,நன்மைகளின் விளைநிலமாக இருக்கும் அறத்தைப் போல் ஒருவருடைய வாழ்க்கைக்கு ஆக்கம் தரக்கூடியது எதுவுமில்லை; அந்த அறத்தை மறப்பதை விடத் தீமையானதும் வேறில்லை,No greater gain than virtue aught can cause;  No greater loss than life oblivious of her laws,அறத்துப்பால்,,அறன் வலியுறுத்தல்,
33,4,அறத்துப்பால்,பாயிரவியல்,அறன்வலியுறுத்தல் ,ஒல்லும் வகையான் அறவினை ஓவாதே செல்லும்வாய் எல்லாஞ் செயல்.,Ollum Vakaiyaan  Aravinai  Ovaadhe  Sellumvaai  Ellaanj  Cheyal,"செய்யக்கூடிய செயல்கள் எவை ஆயினும், அவை எல்லா இடங்களிலும் தொய்வில்லாத அறவழியிலேயே செய்யப்பட வேண்டும்","To finish virtue's work with ceaseless effort strive,  What way thou may'st, where'er thou see'st the work may thrive",அறத்துப்பால்,,அறன் வலியுறுத்தல்,
34,4,அறத்துப்பால்,பாயிரவியல்,அறன்வலியுறுத்தல் ,மனத்துக்கண் மாசிலன் ஆதல் அனைத்தறன் ஆகுல நீர பிற.,Manaththukkan Maasilan  Aadhal  Anaiththu  Aran  Aakula  Neera  Pira,மனம் தூய்மையாக இருப்பதே அறம்; மற்றவை ஆரவாரத்தைத் தவிர வேறொன்றுமில்லை,"Spotless be thou in mind! This only merits virtue's name;  All else, mere pomp of idle sound, no real worth can claim",அறத்துப்பால்,,அறன் வலியுறுத்தல்,
35,4,அறத்துப்பால்,பாயிரவியல்,அறன்வலியுறுத்தல் ,அழுக்காறு அவாவெகுளி இன்னாச்சொல் நான்கும் இழுக்கா இயன்றது அறம்.,Azhukkaaru Avaavekuli  Innaachchol  Naankum  Izhukkaa  Iyandradhu  Aram,"பொறாமை, பேராசை, பொங்கும் கோபம், புண்படுத்தும் சொல் ஆகிய இந்த நான்கும் அறவழிக்குப் பொருந்தாதவைகளாகும்","'Tis virtue when, his footsteps sliding not through envy, wrath,  Lust, evil speech-these four, man onwards moves in ordered path",அறத்துப்பால்,,அறன் வலியுறுத்தல்,
36,4,அறத்துப்பால்,பாயிரவியல்,அறன்வலியுறுத்தல் ,அன்றறிவாம் என்னாது அறஞ்செய்க மற்றது பொன்றுங்கால் பொன்றாத் துணை.,Andrarivaam Ennaadhu  Aranjeyka  Matradhu  Pondrungaal  Pondraath  Thunai,பிறகு பார்த்துக்கொள்ளலாம் என்று நாள் கடத்தாமல் அறவழியை மேற்கொண்டால் அது ஒருவர் இறந்தபின் கூட அழியாப் புகழாய் நிலைத்துத் துணை நிற்கும்,"Do deeds of virtue now Say not, 'To-morrow we'll be wise';  Thus, when thou diest, shalt thou find a help that never dies",அறத்துப்பால்,,அறன் வலியுறுத்தல்,
37,4,அறத்துப்பால்,பாயிரவியல்,அறன்வலியுறுத்தல் ,அறத்தாறு இதுவென வேண்டா சிவிகை பொறுத்தானோடு ஊர்ந்தான் இடை.,Veezhnaal Pataaamai  Nandraatrin  Aqdhoruvan  Vaazhnaal  Vazhiyataikkum  Kal,"பயனற்றதாக ஒருநாள்கூடக் கழிந்து போகாமல், தொடர்ந்து நற்செயல்களில் ஈடுபடுபவருக்கு வாழ்க்கைப் பாதையைச் சீராக்கி அமைத்துத் தரும் கல்லாக அந்த நற்செயல்களே விளங்கும்","If no day passing idly, good to do each day you toil,  A stone it will be to block the way of future days of moil",அறத்துப்பால்,,அறன் வலியுறுத்தல்,
38,4,அறத்துப்பால்,பாயிரவியல்,அறன்வலியுறுத்தல் ,வீழ்நாள் படாஅமை நன்றாற்றின் அஃதொருவன் வாழ்நாள் வழியடைக்கும் கல்.,Araththaan Varuvadhe  Inpam  Mar  Rellaam  Puraththa  Pukazhum  Ila,தூய்மையான நெஞ்சுடன் நடத்தும் அறவழி வாழ்க்கையில் வருகின்ற புகழால் ஏற்படுவதே இன்பமாகும் அதற்கு மாறான வழியில் வருவது புகழும் ஆகாது; இன்பமும் ஆகாது,"What from virtue floweth, yieldeth dear delight;  All else extern, is void of glory's light",அறத்துப்பால்,,அறன் வலியுறுத்தல்,
39,4,அறத்துப்பால்,பாயிரவியல்,அறன்வலியுறுத்தல் ,அறத்தான் வருவதே இன்பம் மற்றெல்லாம் புறத்த புகழும் இல.,Araththaaru Ithuvena  Ventaa  Sivikai  Poruththaanotu  Oorndhaan  Itai,"அறவழியில் நடப்பவர்கள் பல்லக்கில் உட்கார்ந்து செல்பவர்களைப் போல வாழ்க்கையில் வரும் இன்ப துன்பங்கள் இரண்டையும் எளியவாகக் கருதி மகிழ்வுடன் பயணத்தை மேற்கொள்வார்கள் தீய வழிக்குத் தங்களை ஆட்படுத்திக் கொண்டவர்களோ பல்லக்கைத் தூக்கிச் சுமப்பவர்களைப் போல இன்பத்திலும் அமைதி கொள்ளாமல், துன்பத்தையும் தாங்கிக் கொள்ளும் மனப்பக்குவமின்றி வாழ்வையே பெரும் சுமையாகக் கருதுவார்கள்",Needs not in words to dwell on virtue's fruits: compare  The man in litter borne with them that toiling bear,அறத்துப்பால்,,அறன் வலியுறுத்தல்,
40,4,அறத்துப்பால்,பாயிரவியல்,அறன்வலியுறுத்தல் ,செயற்பால தோரும் அறனே ஒருவற்கு உயற்பால தோரும் பழி.,Seyarpaala Thorum  Arane  Oruvarku  Uyarpaala  Thorum  Pazhi,பழிக்கத் தக்கவைகளைச் செய்யாமல் பாராட்டத்தக்க அறவழிச் செயல்களில் நாட்டம் கொள்வதே ஒருவர்க்குப் புகழ் சேர்க்கும்,'Virtue' sums the things that should be done;  'Vice' sums the things that man should shun,அறத்துப்பால்,,அறன் வலியுறுத்தல்,
41,5,அறத்துப்பால்,இல்லறவியல்,இல்வாழ்க்கை ,இல்வாழ்வான் என்பான் இயல்புடைய மூவர்க்கும் நல்லாற்றின் நின்ற துணை.,Ilvaazhvaan Enpaan  Iyalputaiya  Moovarkkum  Nallaatrin  Nindra  Thunai,"பெற்றோர், வாழ்க்கைத் துணை, குழந்தைகள் என இயற்கையாக அமைந்திடும் மூவர்க்கும் துணையாக இருப்பது இல்லறம் நடத்துவோர் கடமையாகும்","The men of household virtue, firm in way of good, sustain  The other orders three that rule professed maintain",அறத்துப்பால்,,இல்வாழ்க்கை,
42,5,அறத்துப்பால்,இல்லறவியல்,இல்வாழ்க்கை ,துறந்தார்க்கும் துவ்வாதவர்க்கும் இறந்தார்க்கும் இல்வாழ்வான் என்பான் துணை.,Thurandhaarkkum Thuvvaa  Dhavarkkum  Irandhaarkkum  Ilvaazhvaan  Enpaan  Thunai,"பற்றற்ற துறவிகட்கும், பசியால் வாடுவோர்க்கும், பாதுகாப்பற்றவர்க்கும் இல்லற வாழ்வு நடத்துவோர் துணையாக இருத்தல் வேண்டும்","To anchorites, to indigent, to those who've passed away,  The man for household virtue famed is needful held and stay",அறத்துப்பால்,,இல்வாழ்க்கை,
43,5,அறத்துப்பால்,இல்லறவியல்,இல்வாழ்க்கை ,தென்புலத்தார் தெய்வம் விருந்தொக்கல் தானென்றாங்கு ஐம்புலத்தாறு ஓம்பல் தலை.,Thenpulaththaar Theyvam  Virundhokkal  Thaanendraangu  Aimpulaththaaru  Ompal  Thalai,"வாழ்ந்து மறைந்தோரை நினைவுகூர்தல், வாழ்வாங்கு வாழ்வோரைப் போற்றுதல், விருந்தோம்பல், சுற்றம் பேணல் ஆகிய கடமைகளை நிறைவேற்றத் தன்னை நிலைப்படுத்திக் கொள்ளல் எனப்படும் ஐவகை அறநெறிகளும் இல்வாழ்வுக்குரியனவாம்","The manes, God, guests kindred, self, in due degree,  These five to cherish well is chiefest charity",அறத்துப்பால்,,இல்வாழ்க்கை,
44,5,அறத்துப்பால்,இல்லறவியல்,இல்வாழ்க்கை ,பழியஞ்சிப் பாத்தூண் உடைத்தாயின் வாழ்க்கை வழியெஞ்சல் எஞ்ஞான்றும் இல்.,Pazhiyanjip Paaththoon  Utaiththaayin  Vaazhkkai  Vazhiyenjal  Egngnaandrum  Il,"பழிக்கு அஞ்சாமல் சேர்த்த பொருள் கணக்கின்றி இருப்பினும் அதைவிட, பழிக்கு அஞ்சிச் சேர்த்த பொருளைப் பகுத்து உண்ணும் பண்பிலேதான் வாழ்க்கையின் ஒழுக்கமே இருக்கிறது","Who shares his meal with other, while all guilt he shuns,  His virtuous line unbroken though the ages runs",அறத்துப்பால்,,இல்வாழ்க்கை,
